well_id,timestamp,css_cycle_id,cycle_day,cycle_phase,reservoir_pressure,reservoir_temperature,oil_viscosity,api_gravity,asphaltene_content,steam_rate,steam_volume,steam_temperature,injection_pressure,injection_duration,soak_time,days_since_previous_css,stroke_length,spm,vfd_frequency,rod_load,pump_load,pump_fillage,current_oil_rate,current_water_rate,current_energy,fluid_level,future_reservoir_temperature_24h,future_oil_rate_24h,rod_floating_next_24h
BGW_01,2025-01-31 18:00:00,1,4,INJECTION,37.77,64.78,5926.1,17.85,6.98,5.01,2162.7,293.5,156.01,18.0,80.4,4,74,0.7,29.38,6.34,42.92,90.5,56.99,11.4,203.03,772.4,66.15,62.8,0
BGW_01,2025-02-01 00:00:00,1,5,INJECTION,38.34,62.64,6317.7,17.85,6.98,2.82,1219.3,300.4,162.16,18.0,76.5,5,74,0.92,30.43,7.37,38.28,90.74,58.74,15.89,203.39,777.2,63.61,61.43,0
BGW_01,2025-02-01 06:00:00,1,5,INJECTION,38.34,62.49,6065.1,17.85,6.98,2.82,1219.3,300.4,162.16,18.0,76.5,5,74,0.95,29.64,7.37,38.28,90.74,60.77,15.89,203.39,777.2,63.1,60.18,0
BGW_01,2025-02-01 12:00:00,1,5,INJECTION,38.34,62.58,6208.0,17.85,6.98,2.82,1219.3,300.4,162.16,18.0,76.5,5,74,0.97,31.05,7.37,38.28,90.74,58.99,15.89,203.39,777.2,63.32,62.03,0
BGW_01,2025-02-01 18:00:00,1,5,INJECTION,38.34,62.29,6196.2,17.85,6.98,2.82,1219.3,300.4,162.16,18.0,76.5,5,74,1.01,30.73,7.37,38.28,90.74,60.18,15.89,203.39,777.2,62.9,62.18,0
BGW_01,2025-02-02 00:00:00,1,6,INJECTION,37.52,67.46,4915.9,17.85,6.98,3.91,1688.2,333.4,170.54,18.0,49.8,6,74,0.4,23.91,6.21,40.43,93.57,62.34,15.8,161.15,774.5,68.51,66.11,0
BGW_01,2025-02-02 06:00:00,1,6,INJECTION,37.52,67.38,5088.7,17.85,6.98,3.91,1688.2,333.4,170.54,18.0,49.8,6,74,0.4,24.29,6.21,40.43,93.57,61.27,15.8,161.15,774.5,67.89,65.22,0
BGW_01,2025-02-02 12:00:00,1,6,INJECTION,37.52,67.82,4824.0,17.85,6.98,3.91,1688.2,333.4,170.54,18.0,49.8,6,74,0.44,23.95,6.21,40.43,93.57,61.85,15.8,161.15,774.5,68.84,67.25,0
BGW_01,2025-02-02 18:00:00,1,6,INJECTION,37.52,67.6,5103.3,17.85,6.98,3.91,1688.2,333.4,170.54,18.0,49.8,6,74,0.51,24.23,6.21,40.43,93.57,61.32,15.8,161.15,774.5,68.58,67.68,0
BGW_01,2025-02-03 00:00:00,1,7,INJECTION,38.03,70.81,5161.8,17.85,6.98,4.24,1829.6,287.2,150.95,18.0,54.2,7,61,1.01,32.05,7.1,37.29,94.15,64.82,17.66,210.87,756.9,71.7,69.38,0
BGW_01,2025-02-03 06:00:00,1,7,INJECTION,38.03,70.55,5019.5,17.85,6.98,4.24,1829.6,287.2,150.95,18.0,54.2,7,61,0.95,32.01,7.1,37.29,94.15,64.9,17.66,210.87,756.9,71.6,70.52,0
BGW_01,2025-02-03 12:00:00,1,7,INJECTION,38.03,70.72,4911.7,17.85,6.98,4.24,1829.6,287.2,150.95,18.0,54.2,7,61,1.03,31.92,7.1,37.29,94.15,64.21,17.66,210.87,756.9,71.67,68.08,0
BGW_01,2025-02-03 18:00:00,1,7,INJECTION,38.03,70.92,5009.7,17.85,6.98,4.24,1829.6,287.2,150.95,18.0,54.2,7,61,1.01,32.29,7.1,37.29,94.15,62.81,17.66,210.87,756.9,72.01,68.69,0
BGW_01,2025-02-04 00:00:00,1,8,INJECTION,38.94,75.98,3446.7,17.85,6.98,5.15,2225.4,330.2,151.53,18.0,66.5,8,86,0.54,30.83,6.57,36.22,99.83,79.46,16.88,194.62,722.2,77.04,82.08,0
BGW_01,2025-02-04 06:00:00,1,8,INJECTION,38.94,75.47,3380.0,17.85,6.98,5.15,2225.4,330.2,151.53,18.0,66.5,8,86,0.44,31.53,6.57,36.22,99.83,78.13,16.88,194.62,722.2,76.39,79.98,0
BGW_01,2025-02-04 12:00:00,1,8,INJECTION,38.94,75.71,3394.3,17.85,6.98,5.15,2225.4,330.2,151.53,18.0,66.5,8,86,0.43,30.63,6.57,36.22,99.83,79.7,16.88,194.62,722.2,76.91,79.98,0
BGW_01,2025-02-04 18:00:00,1,8,INJECTION,38.94,75.41,3665.4,17.85,6.98,5.15,2225.4,330.2,151.53,18.0,66.5,8,86,0.47,29.89,6.57,36.22,99.83,77.84,16.88,194.62,722.2,76.15,81.32,0
BGW_01,2025-02-05 00:00:00,1,9,INJECTION,37.51,68.32,4721.6,17.85,6.98,2.81,1214.1,263.8,153.69,18.0,71.5,9,61,0.55,32.51,6.37,41.21,95.3,63.1,23.67,207.69,761.3,69.18,68.58,0
BGW_01,2025-02-05 06:00:00,1,9,INJECTION,37.51,68.52,4597.3,17.85,6.98,2.81,1214.1,263.8,153.69,18.0,71.5,9,61,0.51,31.84,6.37,41.21,95.3,62.53,23.67,207.69,761.3,69.45,68.88,0
BGW_01,2025-02-05 12:00:00,1,9,INJECTION,37.51,68.51,4676.5,17.85,6.98,2.81,1214.1,263.8,153.69,18.0,71.5,9,61,0.55,30.55,6.37,41.21,95.3,61.89,23.67,207.69,761.3,69.46,65.53,0
BGW_01,2025-02-05 18:00:00,1,9,INJECTION,37.51,68.53,4454.4,17.85,6.98,2.81,1214.1,263.8,153.69,18.0,71.5,9,61,0.64,30.76,6.37,41.21,95.3,62.16,23.67,207.69,761.3,69.33,68.71,0
BGW_01,2025-02-06 00:00:00,1,10,INJECTION,37.93,79.03,3668.9,17.85,6.98,5.04,2175.5,294.3,152.8,18.0,72.8,10,61,0.54,26.57,6.08,38.22,95.7,76.47,19.32,178.64,736.6,79.93,79.75,0
BGW_01,2025-02-06 06:00:00,1,10,INJECTION,37.93,79.03,3688.9,17.85,6.98,5.04,2175.5,294.3,152.8,18.0,72.8,10,61,0.58,26.97,6.08,38.22,95.7,74.66,19.32,178.64,736.6,79.75,78.03,0
BGW_01,2025-02-06 12:00:00,1,10,INJECTION,37.93,78.64,3928.7,17.85,6.98,5.04,2175.5,294.3,152.8,18.0,72.8,10,61,0.46,25.89,6.08,38.22,95.7,73.49,19.32,178.64,736.6,79.53,76.12,0
BGW_01,2025-02-06 18:00:00,1,10,INJECTION,37.93,79.05,3794.4,17.85,6.98,5.04,2175.5,294.3,152.8,18.0,72.8,10,61,0.56,27.24,6.08,38.22,95.7,73.44,19.32,178.64,736.6,79.97,78.76,0
BGW_01,2025-02-07 00:00:00,1,11,INJECTION,38.07,65.66,6078.7,17.85,6.98,1.85,799.6,261.3,151.98,18.0,48.5,11,61,0.71,28.93,7.67,42.61,91.28,59.08,14.09,191.4,776.2,66.21,62.79,0
BGW_01,2025-02-07 06:00:00,1,11,INJECTION,38.07,66.09,6003.1,17.85,6.98,1.85,799.6,261.3,151.98,18.0,48.5,11,61,0.74,28.32,7.67,42.61,91.28,58.66,14.09,191.4,776.2,66.49,62.24,0
BGW_01,2025-02-07 12:00:00,1,11,INJECTION,38.07,65.94,6221.6,17.85,6.98,1.85,799.6,261.3,151.98,18.0,48.5,11,61,0.71,29.79,7.67,42.61,91.28,60.25,14.09,191.4,776.2,66.75,61.8,0
BGW_01,2025-02-07 18:00:00,1,11,INJECTION,38.07,66.04,6005.9,17.85,6.98,1.85,799.6,261.3,151.98,18.0,48.5,11,61,0.67,28.97,7.67,42.61,91.28,60.01,14.09,191.4,776.2,66.48,64.12,0
BGW_01,2025-02-08 00:00:00,1,12,INJECTION,37.58,70.21,4420.4,17.85,6.98,2.59,1117.8,278.4,150.75,18.0,59.8,12,61,0.66,27.45,7.92,39.85,95.22,64.71,12.39,177.0,773.8,70.75,71.24,0
BGW_01,2025-02-08 06:00:00,1,12,INJECTION,37.58,70.28,4458.7,17.85,6.98,2.59,1117.8,278.4,150.75,18.0,59.8,12,61,0.59,27.22,7.92,39.85,95.22,66.17,12.39,177.0,773.8,71.18,70.02,0
BGW_01,2025-02-08 12:00:00,1,12,INJECTION,37.58,70.39,4518.4,17.85,6.98,2.59,1117.8,278.4,150.75,18.0,59.8,12,61,0.57,26.89,7.92,39.85,95.22,64.25,12.39,177.0,773.8,70.89,67.93,0
BGW_01,2025-02-08 18:00:00,1,12,INJECTION,37.58,70.09,4241.7,17.85,6.98,2.59,1117.8,278.4,150.75,18.0,59.8,12,61,0.59,26.04,7.92,39.85,95.22,65.25,12.39,177.0,773.8,70.76,69.89,0
BGW_01,2025-02-09 00:00:00,1,13,INJECTION,37.64,81.64,3565.5,17.85,6.98,4.96,2141.7,301.8,164.26,18.0,83.3,13,61,0.99,32.36,6.71,46.32,91.86,75.72,16.8,223.91,745.1,82.42,81.7,0
BGW_01,2025-02-09 06:00:00,1,13,INJECTION,37.64,81.84,3526.5,17.85,6.98,4.96,2141.7,301.8,164.26,18.0,83.3,13,61,1.07,32.74,6.71,46.32,91.86,78.25,16.8,223.91,745.1,82.56,81.29,0
BGW_01,2025-02-09 12:00:00,1,13,INJECTION,37.64,81.61,3542.1,17.85,6.98,4.96,2141.7,301.8,164.26,18.0,83.3,13,61,1.01,32.45,6.71,46.32,91.86,77.6,16.8,223.91,745.1,82.45,83.0,0
BGW_01,2025-02-09 18:00:00,1,13,INJECTION,37.64,81.89,3382.8,17.85,6.98,4.96,2141.7,301.8,164.26,18.0,83.3,13,61,1.1,31.27,6.71,46.32,91.86,78.16,16.8,223.91,745.1,82.83,82.67,0
BGW_01,2025-02-10 00:00:00,1,14,INJECTION,36.99,84.55,2480.4,17.85,6.98,5.36,2314.9,272.9,157.58,18.0,75.1,14,61,0.76,32.24,7.14,38.29,100,87.9,23.82,208.38,707.3,85.6,90.68,0
BGW_01,2025-02-10 06:00:00,1,14,INJECTION,36.99,83.86,2412.9,17.85,6.98,5.36,2314.9,272.9,157.58,18.0,75.1,14,61,0.84,32.48,7.14,38.29,100,85.03,23.82,208.38,707.3,84.59,89.62,0
BGW_01,2025-02-10 12:00:00,1,14,INJECTION,36.99,84.3,2421.0,17.85,6.98,5.36,2314.9,272.9,157.58,18.0,75.1,14,61,0.82,32.12,7.14,38.29,100,86.44,23.82,208.38,707.3,85.03,90.01,0
BGW_01,2025-02-10 18:00:00,1,14,INJECTION,36.99,83.96,2438.2,17.85,6.98,5.36,2314.9,272.9,157.58,18.0,75.1,14,61,0.86,31.78,7.14,38.29,100,88.17,23.82,208.38,707.3,84.68,88.64,0
BGW_01,2025-02-11 00:00:00,1,15,INJECTION,37.98,80.39,3666.5,17.85,6.98,4.18,1807.7,313.1,151.29,18.0,87.1,15,74,0.67,29.79,6.98,43.54,93.78,76.44,11.5,193.52,730.9,81.29,79.05,0
BGW_01,2025-02-11 06:00:00,1,15,INJECTION,37.98,80.41,3966.3,17.85,6.98,4.18,1807.7,313.1,151.29,18.0,87.1,15,74,0.8,29.56,6.98,43.54,93.78,76.93,11.5,193.52,730.9,81.08,82.09,0
BGW_01,2025-02-11 12:00:00,1,15,INJECTION,37.98,80.35,3939.6,17.85,6.98,4.18,1807.7,313.1,151.29,18.0,87.1,15,74,0.75,29.07,6.98,43.54,93.78,75.19,11.5,193.52,730.9,81.27,82.04,0
BGW_01,2025-02-11 18:00:00,1,15,INJECTION,37.98,80.29,3756.6,17.85,6.98,4.18,1807.7,313.1,151.29,18.0,87.1,15,74,0.77,28.2,6.98,43.54,93.78,78.05,11.5,193.52,730.9,80.98,80.17,0
BGW_01,2025-02-12 00:00:00,1,16,INJECTION,37.65,87.42,2300,17.85,6.98,5.7,2461.3,260.2,170.97,18.0,68.1,16,61,0.66,27.19,6.31,41.42,93.88,86.91,24.39,182.19,724.3,88.03,92.09,0
BGW_01,2025-02-12 06:00:00,1,16,INJECTION,37.65,86.91,2300,17.85,6.98,5.7,2461.3,260.2,170.97,18.0,68.1,16,61,0.66,27.45,6.31,41.42,93.88,86.1,24.39,182.19,724.3,87.76,93.53,0
BGW_01,2025-02-12 12:00:00,1,16,INJECTION,37.65,87.21,2300,17.85,6.98,5.7,2461.3,260.2,170.97,18.0,68.1,16,61,0.63,27.47,6.31,41.42,93.88,84.89,24.39,182.19,724.3,88.17,93.15,0
BGW_01,2025-02-12 18:00:00,1,16,INJECTION,37.65,87.08,2300,17.85,6.98,5.7,2461.3,260.2,170.97,18.0,68.1,16,61,0.72,26.73,6.31,41.42,93.88,87.64,24.39,182.19,724.3,87.75,92.58,0
BGW_01,2025-02-13 00:00:00,1,17,INJECTION,38.02,78.29,2926.1,17.85,6.98,3.41,1474.3,316.5,154.89,18.0,95.7,17,61,1.05,35.75,8.14,40.4,96.55,81.04,18.76,236.93,725.2,79.04,80.86,0
BGW_01,2025-02-13 06:00:00,1,17,INJECTION,38.02,78.2,2985.2,17.85,6.98,3.41,1474.3,316.5,154.89,18.0,95.7,17,61,1.0,35.04,8.14,40.4,96.55,79.7,18.76,236.93,725.2,78.89,82.83,1
BGW_01,2025-02-13 12:00:00,1,17,INJECTION,38.02,77.88,3081.8,17.85,6.98,3.41,1474.3,316.5,154.89,18.0,95.7,17,61,1.03,33.72,8.14,40.4,96.55,82.26,18.76,236.93,725.2,78.76,83.93,0
BGW_01,2025-02-13 18:00:00,1,17,INJECTION,38.02,78.31,3030.1,17.85,6.98,3.41,1474.3,316.5,154.89,18.0,95.7,17,61,1.04,34.15,8.14,40.4,96.55,80.47,18.76,236.93,725.2,78.95,83.41,0
BGW_01,2025-02-14 00:00:00,1,18,SOAK,38.02,87.99,2300,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,18,86,0.45,25.23,6.2,37.41,96.67,116.81,32.95,168.52,661.1,88.03,120.87,0
BGW_01,2025-02-14 06:00:00,1,18,SOAK,38.02,87.97,2300,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,18,86,0.4,25.62,6.2,37.41,96.67,117.71,32.95,168.52,661.1,87.97,123.12,0
BGW_01,2025-02-14 12:00:00,1,18,SOAK,38.02,87.89,2300,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,18,86,0.48,25.27,6.2,37.41,96.67,116.07,32.95,168.52,661.1,87.75,117.85,0
BGW_01,2025-02-14 18:00:00,1,18,SOAK,38.02,88.18,2300,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,18,86,0.4,25.95,6.2,37.41,96.67,116.24,32.95,168.52,661.1,87.97,119.71,0
BGW_01,2025-02-15 00:00:00,1,19,SOAK,37.62,77.38,3438.3,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,19,74,0.61,24.79,6.47,44.54,97.78,95.76,24.85,179.62,712.3,77.26,96.61,0
BGW_01,2025-02-15 06:00:00,1,19,SOAK,37.62,77.5,3526.7,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,19,74,0.65,26.87,6.47,44.54,97.78,96.29,24.85,179.62,712.3,77.59,99.27,0
BGW_01,2025-02-15 12:00:00,1,19,SOAK,37.62,77.37,3554.2,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,19,74,0.53,26.22,6.47,44.54,97.78,96.93,24.85,179.62,712.3,77.1,95.02,0
BGW_01,2025-02-15 18:00:00,1,19,SOAK,37.62,77.51,3659.0,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,19,74,0.59,26.21,6.47,44.54,97.78,96.1,24.85,179.62,712.3,77.41,98.84,0
BGW_01,2025-02-16 00:00:00,1,20,PRODUCTION,38.73,76.9,4096.9,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,20,74,2.16,49.96,9.1,54.67,83.83,119.99,23.34,412.31,666.4,77.08,125,0
BGW_01,2025-02-16 06:00:00,1,20,PRODUCTION,38.73,76.84,4424.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,20,74,2.14,49.26,9.1,54.67,83.83,120.17,23.34,412.31,666.4,76.75,125,0
BGW_01,2025-02-16 12:00:00,1,20,PRODUCTION,38.73,76.7,4191.0,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,20,74,2.23,49.01,9.1,54.67,83.83,119.19,23.34,412.31,666.4,76.73,125,1
BGW_01,2025-02-16 18:00:00,1,20,PRODUCTION,38.73,76.69,4462.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,20,74,2.16,48.81,9.1,54.67,83.83,121.32,23.34,412.31,666.4,76.44,125,0
BGW_01,2025-02-17 00:00:00,1,21,PRODUCTION,36.86,84.92,3093.6,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,21,74,1.97,44.87,8.42,55.27,89.9,119.27,34.36,361.07,647.1,84.96,125,0
BGW_01,2025-02-17 06:00:00,1,21,PRODUCTION,36.86,85.35,2939.3,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,21,74,1.92,44.71,8.42,55.27,89.9,121.32,34.36,361.07,647.1,85.1,125,0
BGW_01,2025-02-17 12:00:00,1,21,PRODUCTION,36.86,85.27,3023.0,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,21,74,1.99,44.63,8.42,55.27,89.9,121.04,34.36,361.07,647.1,85.12,125,0
BGW_01,2025-02-17 18:00:00,1,21,PRODUCTION,36.86,85.38,3118.3,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,21,74,1.94,43.92,8.42,55.27,89.9,118.89,34.36,361.07,647.1,85.12,125,0
BGW_01,2025-02-18 00:00:00,1,22,PRODUCTION,37.84,66.43,5505.2,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,22,61,1.62,40.17,8.0,50.98,91.52,106.63,27.35,308.03,706.7,66.34,107.03,1
BGW_01,2025-02-18 06:00:00,1,22,PRODUCTION,37.84,66.34,5385.0,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,22,61,1.64,41.0,8.0,50.98,91.52,106.61,27.35,308.03,706.7,66.09,105.57,0
BGW_01,2025-02-18 12:00:00,1,22,PRODUCTION,37.84,65.96,5405.1,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,22,61,1.67,39.82,8.0,50.98,91.52,105.16,27.35,308.03,706.7,65.94,106.56,1
BGW_01,2025-02-18 18:00:00,1,22,PRODUCTION,37.84,66.22,5400.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,22,61,1.59,40.92,8.0,50.98,91.52,104.28,27.35,308.03,706.7,66.0,107.6,0
BGW_01,2025-02-19 00:00:00,1,23,PRODUCTION,37.27,76.14,3617.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,23,74,2.09,46.57,8.38,52.6,90.89,120.55,20.4,367.22,670.7,76.15,125,0
BGW_01,2025-02-19 06:00:00,1,23,PRODUCTION,37.27,76.2,3561.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,23,74,2.05,45.67,8.38,52.6,90.89,119.76,20.4,367.22,670.7,76.26,125,0
BGW_01,2025-02-19 12:00:00,1,23,PRODUCTION,37.27,75.94,3524.8,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,23,74,2.06,44.94,8.38,52.6,90.89,120.76,20.4,367.22,670.7,76.12,125,0
BGW_01,2025-02-19 18:00:00,1,23,PRODUCTION,37.27,76.18,3688.5,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,23,74,2.04,45.78,8.38,52.6,90.89,120.04,20.4,367.22,670.7,76.03,125,0
BGW_01,2025-02-20 00:00:00,1,24,PRODUCTION,36.99,65.14,5819.6,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,24,61,1.67,42.49,7.57,50.45,90.0,99.69,31.15,318.13,696.3,64.75,100.96,0
BGW_01,2025-02-20 06:00:00,1,24,PRODUCTION,36.99,65.18,5915.9,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,24,61,1.63,40.26,7.57,50.45,90.0,100.02,31.15,318.13,696.3,65.32,101.98,0
BGW_01,2025-02-20 12:00:00,1,24,PRODUCTION,36.99,65.37,5877.9,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,24,61,1.58,42.57,7.57,50.45,90.0,99.19,31.15,318.13,696.3,65.3,101.8,0
BGW_01,2025-02-20 18:00:00,1,24,PRODUCTION,36.99,65.36,5996.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,24,61,1.49,40.8,7.57,50.45,90.0,99.62,31.15,318.13,696.3,65.26,103.09,0
BGW_01,2025-02-21 00:00:00,1,25,PRODUCTION,37.28,68.91,5667.1,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,25,61,1.76,43.92,9.91,51.66,91.93,109.73,29.1,334.0,682.3,68.82,109.89,0
BGW_01,2025-02-21 06:00:00,1,25,PRODUCTION,37.28,69.25,5344.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,25,61,1.8,42.36,9.91,51.66,91.93,107.87,29.1,334.0,682.3,69.16,110.88,0
BGW_01,2025-02-21 12:00:00,1,25,PRODUCTION,37.28,68.76,5500.6,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,25,61,1.78,42.57,9.91,51.66,91.93,108.14,29.1,334.0,682.3,68.55,111.85,0
BGW_01,2025-02-21 18:00:00,1,25,PRODUCTION,37.28,69.06,5566.1,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,25,61,1.84,43.82,9.91,51.66,91.93,107.61,29.1,334.0,682.3,69.06,109.04,0
BGW_01,2025-02-22 00:00:00,1,26,PRODUCTION,37.08,68.81,5359.0,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,26,61,1.86,43.1,8.33,52.38,88.84,106.07,19.42,348.51,684.7,68.73,111.81,0
BGW_01,2025-02-22 06:00:00,1,26,PRODUCTION,37.08,69.36,5511.8,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,26,61,1.89,43.84,8.33,52.38,88.84,105.58,19.42,348.51,684.7,69.3,110.79,1
BGW_01,2025-02-22 12:00:00,1,26,PRODUCTION,37.08,69.15,5201.9,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,26,61,1.87,44.15,8.33,52.38,88.84,104.27,19.42,348.51,684.7,69.32,112.52,0
BGW_01,2025-02-22 18:00:00,1,26,PRODUCTION,37.08,69.17,5082.8,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,26,61,1.82,44.43,8.33,52.38,88.84,106.14,19.42,348.51,684.7,68.92,107.97,0
BGW_01,2025-02-23 00:00:00,1,27,PRODUCTION,38.45,73.49,3740.1,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,27,86,1.92,42.51,8.4,51.06,94.5,119.45,26.27,327.33,665.8,73.4,125,0
BGW_01,2025-02-23 06:00:00,1,27,PRODUCTION,38.45,73.59,3650.2,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,27,86,1.87,41.24,8.4,51.06,94.5,120.65,26.27,327.33,665.8,73.58,125,0
BGW_01,2025-02-23 12:00:00,1,27,PRODUCTION,38.45,73.45,3758.6,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,27,86,1.85,43.65,8.4,51.06,94.5,121.48,26.27,327.33,665.8,73.33,125,0
BGW_01,2025-02-23 18:00:00,1,27,PRODUCTION,38.45,73.39,3837.4,17.85,6.98,0.0,0.0,0.0,0.0,0.0,0.0,27,86,1.79,43.04,8.4,51.06,94.5,118.81,26.27,327.33,665.8,72.98,125,0
